"key","ID","dataset","TL_mm","width_mm","weight_g","gonads_g","pred.eggs","age","class"
346,"917144","batch",320.9887326862663,59.451796452800245,1289.2857142857142,NA,6589,NA,7
347,"917145","batch",301.8623139541596,55.36122260176543,1289.2857142857142,NA,5035,NA,7
348,"917146","batch",320.4149047732353,59.32907167672399,1289.2857142857142,NA,6538,NA,7
349,"917147","batch",321.1091560423374,59.47755143800149,1289.2857142857142,NA,6600,NA,7
350,"917148","batch",311.33066033758223,57.3862211480721,1289.2857142857142,NA,5764,NA,7
351,"917149","batch",314.61416900902987,58.08846629386738,1289.2857142857142,NA,6035,NA,7
352,"9171410","batch",317.7000618800521,58.748447279440406,1289.2857142857142,NA,6299,NA,7
353,"9171411","batch",319.4922070018947,59.131733982264855,1289.2857142857142,NA,6456,NA,7
354,"9171412","batch",320.5285738296807,59.35338211750645,1289.2857142857142,NA,6548,NA,7
355,"9171413","batch",306.991249890998,56.45814992102594,1289.2857142857142,NA,5421,NA,7
356,"9171414","batch",303.3337806928903,55.67592570684882,1289.2857142857142,NA,5143,NA,7
357,"92821","batch",342.1767353583127,63.98328198074375,1350,NA,8718,NA,8
358,"92822","batch",348.70699935778975,65.37991182194729,1350,NA,9470,NA,8
359,"93551","batch",241.773653521901,42.51003981890089,652,NA,1904,NA,5
360,"93552","batch",227.56347467727028,39.470903908799855,652,NA,1460,NA,5
361,"93553","batch",223.34199601621367,38.56805479389305,652,NA,1345,NA,5
362,"93554","batch",231.03303946414962,40.21294094095243,652,NA,1560,NA,5
363,"93555","batch",236.66045466228388,41.41647819383931,652,NA,1733,NA,5
364,"94691","batch",285.08508960925974,51.77307177439761,980,NA,3919,NA,6
365,"94692","batch",261.48843913082965,46.72644789927331,980,NA,2684,NA,6
366,"94693","batch",298.1838895310648,54.5745166863051,980,NA,4772,NA,6
367,"94694","batch",279.951234040549,50.67509229175118,980,NA,3619,NA,6
368,"94695","batch",280.8778128649574,50.87326002838474,980,NA,3672,NA,6
369,"94696","batch",271.0814244286157,48.77810301370481,980,NA,3143,NA,6
370,"94697","batch",265.9823142886162,47.687554548026036,980,NA,2892,NA,6
371,"94698","batch",259.5091756163165,46.303142120487664,980,NA,2596,NA,6
372,"94699","batch",280.30251829721965,50.75022157835436,980,NA,3639,NA,6
373,"95661","batch",295.05488237994723,53.90531483459742,1011.6666666666666,NA,4556,NA,6
374,"95662","batch",258.2760637602769,46.039416057372186,1011.6666666666666,NA,2543,NA,6
375,"95663","batch",280.6254951010924,50.81929674014589,1011.6666666666666,NA,3658,NA,6
376,"95664","batch",294.173377829371,53.71678714864321,1011.6666666666666,NA,4497,NA,6
377,"95665","batch",272.921631044941,49.17166864513195,1011.6666666666666,NA,3238,NA,6
378,"95666","batch",261.73785401904024,46.7797903484826,1011.6666666666666,NA,2695,NA,6
379,"96771","batch",323.2970543820411,59.945478019682504,1452.857142857143,NA,6800,NA,7
380,"96772","batch",318.069852437824,58.827534515120455,1452.857142857143,NA,6331,NA,7
381,"96773","batch",317.3114704284817,58.66533909004051,1452.857142857143,NA,6265,NA,7
382,"96774","batch",314.6801303680986,58.102573472757705,1452.857142857143,NA,6041,NA,7
383,"96775","batch",302.01076772995293,55.392972462617756,1452.857142857143,NA,5046,NA,7
384,"96776","batch",305.4294779635966,56.124133213717094,1452.857142857143,NA,5301,NA,7
385,"96777","batch",308.50876307860017,56.78270099620374,1452.857142857143,NA,5539,NA,7
386,"97841","batch",326.03957820124924,60.53202254627812,1495,NA,7056,NA,8
387,"97842","batch",328.4758628755808,61.05307160005463,1495,NA,7290,NA,8
388,"97843","batch",326.36205928586423,60.60099168841894,1495,NA,7086,NA,8
389,"97844","batch",345.0770858284086,64.60358094826006,1495,NA,9046,NA,8
390,"98851","batch",335.0037296563387,62.44918874725388,1322,NA,7946,NA,8
391,"98852","batch",339.6113564390689,63.43462349574262,1322,NA,8435,NA,8
392,"98853","batch",328.4536628909409,61.048323681589956,1322,NA,7287,NA,8
393,"98854","batch",326.5392101444304,60.638879004381685,1322,NA,7103,NA,8
394,"98855","batch",348.51287182047963,65.33839369777522,1322,NA,9447,NA,8
395,"99751","batch",308.22323291003704,56.72163455937805,1150,NA,5516,NA,7
396,"99752","batch",320.19261962361634,59.281531474177946,1150,NA,6518,NA,7
397,"99753","batch",301.99607859551907,55.38983089230859,1150,NA,5045,NA,7
398,"99754","batch",318.2942832428962,58.875533609747286,1150,NA,6351,NA,7
399,"99755","batch",301.1496186759323,55.20879821381774,1150,NA,4983,NA,7
400,"100751","batch",319.04062303341925,59.03515356128457,1192,NA,6416,NA,7
401,"100752","batch",308.34424275904894,56.74751497802928,1192,NA,5526,NA,7
402,"100753","batch",319.35837063379586,59.10311035149892,1192,NA,6444,NA,7
403,"100754","batch",311.50565958954394,57.423648299179256,1192,NA,5778,NA,7
404,"100755","batch",302.32554634846747,55.46029427564482,1192,NA,5069,NA,7
405,"101751","batch",312.46968763135374,57.62982531301153,1310,NA,5857,NA,7
406,"101752","batch",309.320092799142,56.95622036676132,1310,NA,5603,NA,7
407,"101753","batch",307.8094687368721,56.63314267122323,1310,NA,5484,NA,7
408,"101754","batch",312.637179877609,57.66564693818764,1310,NA,5871,NA,7
409,"101755","batch",311.573885448277,57.4382397874033,1310,NA,5784,NA,7
410,"102751","batch",303.2168034669012,55.65090774669121,1114,NA,5135,NA,7
411,"102752","batch",312.9408675786108,57.730596732814554,1114,NA,5896,NA,7
412,"102753","batch",320.40305649489164,59.32653768129854,1114,NA,6537,NA,7
413,"102754","batch",310.1779450494796,57.13968952700676,1114,NA,5671,NA,7
414,"102755","batch",309.55731023103,57.006954141728905,1114,NA,5622,NA,7
415,"103721","batch",312.21305206790566,57.57493857546854,1245,NA,5836,NA,7
416,"103722","batch",320.54508446343243,59.35691325251059,1245,NA,6550,NA,7
417,"104671","batch",285.87005274626426,51.94095211452981,1098.5714285714287,NA,3967,NA,6
418,"104672","batch",299.97338363621384,54.95723641526387,1098.5714285714287,NA,4898,NA,6
419,"104673","batch",263.4126731841825,47.13798450799049,1098.5714285714287,NA,2772,NA,6
420,"104674","batch",274.6774411185179,49.547184358499685,1098.5714285714287,NA,3330,NA,6
421,"104675","batch",285.3175738246646,51.82279325470364,1098.5714285714287,NA,3933,NA,6
422,"104676","batch",268.2406730330549,48.170550521064605,1098.5714285714287,NA,3001,NA,6
423,"104677","batch",268.8883489097934,48.30906918691841,1098.5714285714287,NA,3033,NA,6
424,"105691","batch",255.9175611564424,45.53500228216565,975.5555555555555,NA,2442,NA,6
425,"105692","batch",252.16132432431914,44.731654599623056,975.5555555555555,NA,2289,NA,6
426,"105693","batch",254.12705227010883,45.15206552160071,975.5555555555555,NA,2368,NA,6
427,"105694","batch",269.82947384007275,48.510347904292466,975.5555555555555,NA,3080,NA,6
428,"105695","batch",271.9667323322501,48.96744412410527,975.5555555555555,NA,3188,NA,6
429,"105696","batch",254.64428530889563,45.26268633216578,975.5555555555555,NA,2390,NA,6
430,"105697","batch",266.60006704647094,47.81967354599838,975.5555555555555,NA,2922,NA,6
431,"105698","batch",253.6619543619454,45.0525948696218,975.5555555555555,NA,2349,NA,6
432,"105699","batch",251.13738524960354,44.512664392269,975.5555555555555,NA,2249,NA,6
433,"106581","batch",202.07444495148957,34.0195562234382,696.25,NA,867,NA,5
434,"106582","batch",218.5542255649343,37.54409265612575,696.25,NA,1223,NA,5
435,"106583","batch",203.52644614037126,34.33009622458021,696.25,NA,894,NA,5
436,"106584","batch",229.47630873392336,39.880002396243256,696.25,NA,1514,NA,5
437,"106585","batch",243.68179294350557,42.918134263107625,696.25,NA,1970,NA,5
438,"106586","batch",203.80658356659114,34.39000931371841,696.25,NA,900,NA,5
439,"106587","batch",213.11646637367085,36.381117199634915,696.25,NA,1095,NA,5
440,"106588","batch",220.84002884221263,38.03295820098326,696.25,NA,1280,NA,5
441,"107611","batch",283.1441112556495,51.357954056339146,1130,NA,3804,NA,6
442,"108731","batch",322.10674371011555,59.690905860754874,1183.3333333333333,NA,6691,NA,7
443,"108732","batch",305.9538233000785,56.23627513387304,1183.3333333333333,NA,5341,NA,7
444,"108733","batch",319.65712109208107,59.16700421630251,1183.3333333333333,NA,6471,NA,7
445,"1","DFO",82,9,7,NA,NA,12,NA
446,"96","DFO",88,11,7,NA,NA,1,NA
447,"30","DFO",90,12,9,NA,NA,9,NA
448,"52","DFO",123,22,NA,NA,98,NA,NA
449,"183","DFO",124,14,25,NA,101,10,NA
450,"23","DFO",143,21,48,NA,190,NA,NA
451,"34","DFO",143,22,50,NA,190,10,NA
452,"181","DFO",149,33,47,NA,227,12,NA
453,"172","DFO",151,24,NA,NA,241,NA,NA
454,"24","DFO",163,35,69,NA,337,2,NA
455,"124","DFO",183,38,100,NA,561,15,NA
456,"25","DFO",196,41,131,NA,758,14,NA
457,"180","DFO",211,34,149,NA,1048,13,NA
458,"182","DFO",225,35,200,NA,1389,NA,NA
459,"174","DFO",226,54,250,NA,1416,NA,NA
460,"7","DFO",227,37,211,8.5,1444,13,NA
461,"173","DFO",229,50,240,NA,1500,7,NA
462,"179","DFO",233,39,260,NA,1619,17,NA
463,"75","DFO",234,38,247,NA,1649,12,NA
464,"167","DFO",245,54,360,NA,2017,NA,NA
465,"166","DFO",251,47,320,NA,2243,12,NA
466,"89","DFO",254,44,327,31.2,2363,NA,NA
467,"171","DFO",259,55,360,NA,2574,NA,NA
468,"37","DFO",262,41,340,NA,2707,NA,NA
469,"2","DFO",272,46,410,NA,3190,NA,NA
470,"168","DFO",277,49,380,NA,3455,NA,NA
471,"10","DFO",280,45,420,NA,3622,NA,NA
472,"40","DFO",287,49,430,NA,4036,NA,NA
473,"42","DFO",287,51,510,NA,4036,NA,NA
474,"21","DFO",288,55,550,NA,4098,NA,NA
475,"178","DFO",289,50,520,NA,4161,NA,NA
476,"161","DFO",290,62,720,NA,4224,NA,NA
477,"29","DFO",292,58,NA,NA,4353,NA,NA
478,"170","DFO",292,52,460,NA,4353,NA,NA
479,"15","DFO",293,47,650,NA,4419,NA,NA
480,"17","DFO",297,53,NA,NA,4689,NA,NA
481,"83","DFO",298,50,410,66,4759,16,NA
482,"141","DFO",301,55,550,12.1,4972,12,NA
483,"48","DFO",302,54,550,NA,5045,NA,NA
484,"33","DFO",303,46,530,NA,5119,NA,NA
485,"85","DFO",303,59,500,21.5,5119,14,NA
486,"39","DFO",309,61,790,NA,5578,NA,NA
487,"35","DFO",310,54,NA,NA,5657,NA,NA
488,"177","DFO",313,54,610,NA,5901,NA,NA
489,"9","DFO",314,50,530,NA,5984,NA,NA
490,"142","DFO",314,63,650,NA,5984,NA,NA
491,"4","DFO",316,62,1150,NA,6153,NA,NA
492,"44","DFO",316,56,570,NA,6153,NA,NA
493,"152","DFO",316,59,840,NA,6153,NA,NA
494,"49","DFO",317,50,570,NA,6238,NA,NA
495,"16","DFO",318,60,510,NA,6325,NA,NA
496,"176","DFO",318,47,490,NA,6325,NA,NA
497,"6","DFO",320,53,680,NA,6501,NA,NA
498,"164","DFO",320,63,790,NA,6501,NA,NA
499,"41","DFO",321,54,NA,NA,6591,NA,NA
500,"165","DFO",321,68,770,NA,6591,NA,NA
501,"3","DFO",322,55,720,NA,6681,NA,NA
502,"32","DFO",322,58,770,NA,6681,NA,NA
503,"13","DFO",323,61,780,NA,6772,NA,NA
504,"80","DFO",323,54,680,NA,6772,16,NA
505,"169","DFO",323,59,380,NA,6772,NA,NA
506,"50","DFO",324,59,850,NA,6865,NA,NA
507,"130","DFO",324,57,600,NA,6865,22,NA
508,"157","DFO",325,68,870,57.9,6958,18,NA
509,"84","DFO",326,54,590,NA,7052,28,NA
510,"36","DFO",327,48,470,15.2,7147,14,NA
511,"38","DFO",328,47,530,NA,7243,NA,NA
512,"101","DFO",328,56,660,15.6,7243,28,NA
513,"112","DFO",328,54,630,NA,7243,17,NA
514,"8","DFO",329,71,730,NA,7341,NA,NA
515,"68","DFO",333,58,690,55.7,7740,NA,NA
516,"73","DFO",333,64,1100,NA,7740,NA,NA
517,"12","DFO",335,56,610,NA,7945,NA,NA
518,"47","DFO",335,52,630,NA,7945,NA,NA
519,"76","DFO",336,54,704,NA,8050,22,NA
520,"71","DFO",337,60,920,NA,8155,NA,NA
521,"155","DFO",338,69,980,36.1,8262,NA,NA
522,"162","DFO",339,61,990,NA,8369,NA,NA
523,"61","DFO",341,57,860,NA,8587,NA,NA
524,"92","DFO",342,50,740,NA,8698,NA,NA
525,"58","DFO",343,58,1030,NA,8810,NA,NA
526,"175","DFO",343,63,890,NA,8810,NA,NA
527,"107","DFO",344,65,1040,NA,8923,NA,NA
528,"57","DFO",345,61,1160,NA,9037,NA,NA
529,"70","DFO",345,64,920,NA,9037,NA,NA
530,"90","DFO",345,69,930,NA,9037,NA,NA
531,"133","DFO",345,66,920,80.4,9037,NA,NA
532,"100","DFO",346,67,1030,78.6,9153,20,NA
533,"103","DFO",346,74,1180,NA,9153,18,NA
534,"160","DFO",346,71,1090,94,9153,24,NA
535,"163","DFO",346,66,1120,NA,9153,NA,NA
536,"60","DFO",347,66,1040,NA,9269,NA,NA
537,"74","DFO",347,63,1070,NA,9269,NA,NA
538,"56","DFO",348,63,940,NA,9387,NA,NA
539,"67","DFO",348,63,990,NA,9387,NA,NA
540,"105","DFO",349,67,950,61.7,9505,27,NA
541,"11","DFO",350,49,600,NA,9625,NA,NA
542,"72","DFO",350,69,1250,NA,9625,NA,NA
543,"98","DFO",350,67,1050,86.2,9625,16,NA
544,"109","DFO",350,63,980,120.4,9625,18,NA
545,"77","DFO",351,57,700,NA,9746,9,NA
546,"114","DFO",351,69,1080,64.7,9746,23,NA
547,"148","DFO",351,63,900,101,9746,19,NA
548,"64","DFO",352,61,830,NA,9868,NA,NA
549,"94","DFO",353,73,1150,NA,9992,NA,NA
550,"95","DFO",353,56,775,NA,9992,NA,NA
551,"86","DFO",354,64,880,NA,10116,NA,NA
552,"122","DFO",354,65,1010,NA,10116,23,NA
553,"128","DFO",354,78,1360,NA,10116,NA,NA
554,"91","DFO",355,50,760,NA,10242,NA,NA
555,"93","DFO",355,67,1060,NA,10242,NA,NA
556,"108","DFO",355,68,1080,NA,10242,NA,NA
557,"137","DFO",355,68,910,NA,10242,NA,NA
558,"65","DFO",357,69,1250,NA,10497,NA,NA
559,"78","DFO",357,66,960,NA,10497,NA,NA
560,"117","DFO",357,68,1150,NA,10497,NA,NA
561,"59","DFO",358,66,1240,NA,10626,NA,NA
562,"87","DFO",358,65,880,NA,10626,NA,NA
563,"104","DFO",358,68,980,NA,10626,NA,NA
564,"102","DFO",359,54,630,3.1,10757,17,NA
565,"121","DFO",360,75,1340,NA,10889,NA,NA
566,"126","DFO",360,72,970,NA,10889,NA,NA
567,"146","DFO",360,71,1210,80,10889,15,NA
568,"116","DFO",361,64,920,NA,11022,NA,NA
569,"55","DFO",362,69,920,NA,11156,NA,NA
570,"88","DFO",363,75,1560,NA,11291,NA,NA
571,"154","DFO",364,79,1320,NA,11428,NA,NA
572,"63","DFO",365,64,1080,NA,11566,NA,NA
573,"132","DFO",365,81,1060,NA,11566,20,NA
574,"138","DFO",365,73,1340,66,11566,25,NA
575,"145","DFO",365,74,1220,115,11566,NA,NA
576,"147","DFO",365,71,980,67,11566,28,NA
577,"149","DFO",365,77,1400,208,11566,14,NA
578,"123","DFO",368,81,1240,NA,11988,NA,NA
579,"120","DFO",370,72,1250,NA,12276,NA,NA
580,"140","DFO",370,70,1230,109.6,12276,19,NA
581,"153","DFO",370,76,1350,NA,12276,NA,NA
582,"156","DFO",370,70,1120,NA,12276,NA,NA
583,"110","DFO",372,65,1100,NA,12569,NA,NA
584,"45","DFO",374,58,670,37.9,12868,19,NA
585,"97","DFO",374,68,1080,NA,12868,NA,NA
586,"111","DFO",374,75,1250,NA,12868,NA,NA
587,"127","DFO",374,75,1280,NA,12868,NA,NA
588,"129","DFO",375,71,1260,103,13019,30,NA
589,"134","DFO",375,70,1200,138,13019,19,NA
590,"159","DFO",378,77,1340,NA,13481,NA,NA
591,"119","DFO",380,74,1250,NA,13796,NA,NA
592,"139","DFO",380,77,1250,64,13796,NA,NA
593,"144","DFO",380,76,1400,NA,13796,NA,NA
594,"158","DFO",380,76,1480,NA,13796,NA,NA
595,"125","DFO",381,73,1120,NA,13956,NA,NA
596,"151","DFO",381,71,1360,NA,13956,NA,NA
597,"46","DFO",382,74,1150,68.2,14117,23,NA
598,"82","DFO",382,74,990,NA,14117,NA,NA
599,"106","DFO",382,76,1330,NA,14117,NA,NA
600,"113","DFO",382,70,1100,NA,14117,NA,NA
601,"51","DFO",383,71,1430,118.2,14280,18,NA
602,"131","DFO",383,76,1440,NA,14280,NA,NA
603,"5","DFO",384,74,1360,NA,14444,NA,NA
604,"26","DFO",384,78,1490,NA,14444,NA,NA
605,"28","DFO",384,99,1500,NA,14444,NA,NA
606,"118","DFO",385,73,1300,NA,14609,NA,NA
607,"18","DFO",386,81,1310,NA,14776,NA,NA
608,"69","DFO",386,84,1650,49.2,14776,19,NA
609,"99","DFO",386,76,1230,NA,14776,NA,NA
610,"14","DFO",387,72,1500,NA,14944,NA,NA
611,"19","DFO",387,77,1360,NA,14944,NA,NA
612,"66","DFO",387,73,1350,98.1,14944,20,NA
613,"81","DFO",388,72,1350,NA,15114,NA,NA
614,"135","DFO",390,75,1240,NA,15458,23,NA
615,"136","DFO",390,81,1580,58.3,15458,23,NA
616,"115","DFO",392,73,1420,87.7,15808,25,NA
617,"79","DFO",393,72,1470,83.7,15985,19,NA
618,"62","DFO",394,82,1800,NA,16164,NA,NA
619,"20","DFO",395,74,1470,NA,16344,NA,NA
620,"31","DFO",396,71,1350,99,16526,14,NA
621,"53","DFO",396,76,1750,115.2,16526,17,NA
622,"27","DFO",398,71,1510,NA,16895,NA,NA
623,"54","DFO",399,81,1590,200.5,17081,27,NA
624,"22","DFO",401,73,1370,NA,17459,NA,NA
625,"150","DFO",401,78,1730,270,17459,30,NA
626,"43","DFO",404,73,1610,74.1,18038,31,NA
627,"143","DFO",405,82,1740,97.6,18234,16,NA
628,"9989","DFO",193,30,131,NA,709,6,NA
629,"9990","DFO",189,31,125,13.3,646,9,NA
630,"9991","DFO",210,35,170,NA,1026,16,NA
631,"9992","DFO",207,35,181,4.2,963,19,NA
632,"9993","DFO",254,39,283,13.9,2363,10,NA
633,"9994","DFO",262,46,333,35.8,2707,14,NA
634,"9995","DFO",223,39,185,13.4,1336,19,NA
635,"9996","DFO",234,42,227,17,1649,16,NA
636,"9997","DFO",177,25,83.5,NA,485,16,NA
637,"9998","DFO",244,42,286,22.2,1982,9,NA
638,"9999","DFO",208,34,180,NA,984,4,NA
639,"9988","DFO",148,22,51,NA,221,11,NA
640,"9987","DFO",166,23,69,NA,365,14,NA
641,"9986","DFO",170,26,77,NA,406,12,NA
642,"9985","DFO",204,30,124,9.2,904,15,NA
643,"9984","DFO",205,32,146,NA,923,NA,NA
644,"9983","DFO",207,32,160.5,NA,963,18,NA
645,"9982","DFO",226,38,220,25.5,1416,17,NA
646,"9981","DFO",267,41,329,NA,2941,NA,NA
647,"9980","DFO",273,55,444,NA,3242,9,NA
648,"9979","DFO",284,52,433,50.1,3854,18,NA
649,"9978","DFO",285,51,513,15.5,3914,14,NA
650,"9977","DFO",296,44,420,NA,4620,17,NA
651,"9976","DFO",259,55,360,22,2574,NA,NA
652,"RBGBBM01","SN",150,NA,10.1595,NA,234,4,NA
653,"RBGBBM02","SN",160,NA,13.0185,NA,311,4,NA
654,"RBGBBM03","SN",145,NA,9.3813,NA,202,4,NA
655,"RBGBBM05","SN",175,NA,22.2961,NA,461,3,NA
656,"RBGBBM08","SN",190,NA,27.528,NA,661,4,NA
657,"RBGBBM09","SN",195,NA,32.9206,NA,741,4,NA
658,"RBGBBM13","SN",200,NA,26.8487,NA,828,6,NA
659,"RBGBBM14","SN",180,NA,22.0888,NA,522,5,NA
660,"RBGBBM15","SN",195,NA,32.8787,NA,741,6,NA
661,"RBGBBM16","SN",178,NA,15.9843,NA,497,3,NA
662,"RBGBBM19","SN",163,NA,14.8485,NA,337,5,NA
663,"RBGBBM22","SN",176,NA,22.9897,NA,473,4,NA
664,"RBGBBM24","SN",162,NA,16.0254,NA,328,3,NA
665,"RBGBBM25","SN",160,NA,17.3136,NA,311,4,NA
666,"RBGBBM26","SN",174,NA,21.9836,NA,449,4,NA
667,"RBGBBM27","SN",168,NA,15.9292,NA,385,4,NA
668,"RBGBBM28","SN",195,NA,27.4039,NA,741,4,NA
669,"RBGBBM29","SN",174,NA,21.2541,NA,449,5,NA
670,"RBGBBM31","SN",192,NA,27.4245,NA,693,4,NA
671,"RBGBBM32","SN",171,NA,19.5919,NA,416,4,NA
672,"RBGBBM33","SN",170,NA,17.1998,NA,406,3,NA
673,"RBGBBM34","SN",200,NA,31.9214,NA,828,4,NA
674,"RBGBBM35","SN",177,NA,23.4701,NA,485,3,NA
675,"RBGBBM36","SN",195,NA,29.2591,NA,741,4,NA
676,"RBGBBM40","SN",182,NA,25.0582,NA,548,5,NA
677,"RBGBBM42","SN",180,NA,16.5958,NA,522,5,NA
678,"RBGBBM46","SN",144,NA,12,NA,196,4,NA
679,"RBGBBM48","SN",155,NA,14,NA,270,4,NA
680,"RBGBBM50","SN",145,NA,10,NA,202,3,NA
681,"RBGBBM51","SN",155,NA,13,NA,270,4,NA
682,"RBGBBM52","SN",138,NA,7,NA,162,3,NA
683,"RBG70","SN",65,NA,NA,NA,NA,1,NA
684,"RBG71","SN",52,NA,NA,NA,NA,1,NA
685,"RBG72","SN",51,NA,NA,NA,NA,1,NA
686,"RBG73","SN",60,NA,NA,NA,NA,1,NA
687,"RBG74","SN",60,NA,NA,NA,NA,1,NA
688,"RBG75","SN",45,NA,NA,NA,NA,1,NA
689,"RBG76","SN",65,NA,NA,NA,NA,1,NA
690,"RBG77","SN",62,NA,NA,NA,NA,1,NA
691,"RBG78","SN",60,NA,NA,NA,NA,1,NA
692,"RBG79","SN",67,NA,NA,NA,NA,1,NA
693,"RBG84","SN",175,NA,NA,NA,461,9,NA
694,"RBG90","SN",200,NA,NA,NA,828,10,NA
695,"RBG91","SN",165,NA,NA,NA,356,11,NA
696,"RBG92","SN",160,NA,NA,NA,311,10,NA
697,"RBG93","SN",165,NA,NA,NA,356,9,NA
698,"RBG94","SN",190,NA,NA,NA,661,10,NA
699,"RBG95","SN",195,NA,NA,NA,741,8,NA
700,"RBG96","SN",185,NA,NA,NA,588,8,NA
701,"RBG97","SN",190,NA,NA,NA,661,11,NA
